category_truth,text
Identity Platform,"Issue summary: Account creation flow erroring at the final step for 10% of signups since 18:40
Affected area: production
Description: Account creation flow erroring at the final step for 10% of signups since 18:40.
Impact: Revenue impacting
First noticed: 16:00 UTC"
Monetization Platform,"Subject: Help needed - my account

Good morning, My invoice for last month never arrived and the billing history page shows nothing.
First noticed by the SEV2 bridge during triage. Nothing obvious in the last deploy diff.
Can someone take a look?
Cheers,
Sam"
Identity Platform,Translating the alert for this queue: account-service (SEV1) - account creation flow erroring at the final step for 23% of signups since 08:15. Mostly us-west-2 traffic from what we can tell. First noticed by the SEV1 bridge during triage. Paging felt premature so filing here.
User Engagement,"Subject: Problem with service degradation

Hi support, Watchlist writes returning 409 conflicts, 1840 per minute after the schema change.
Can someone take a look?
- Jordan"
Streaming Platform,"Issue summary: P99 playback start latency breached the 2500ms SLO in us-east-1 for 23m
Affected area: playback-service (prod)
Description: P99 playback start latency breached the 2500ms SLO in us-east-1 for 23m, currently 2700ms, and customers report buffering.
Impact: Widespread, still growing
First noticed: 15:55 UTC"
Data Platform,"heads up - seeing this on ml-ranking-service - ml-ranking-service pods evicted under node memory pressure, scores falling back to popularity. roughly 8% of attempts are affected."
Content Discovery,"Issue summary: Metadata enrichment queue backed up 33m
Affected area: metadata-service
Description: Metadata enrichment queue backed up 33m, new titles rendering with placeholder text. Retried after clearing cache, no change.
Impact: Multiple customers affected
First noticed: 23:00 UTC"
Data Platform,"heads up - re event-ingestion-service: event-ingestion-service dropping malformed batches since the schema bump, 16% reject rate. thread me if you need logs."
Identity Platform,"Issue summary: Device token issuance p99 at 1800ms and set-top boxes retry-storming
Affected area: device-auth-service
Description: Device token issuance p99 at 1800ms and set-top boxes retry-storming.
Impact: Single account affected
First noticed: 08:45 UTC"
Data Platform,"fyi - analytics-service: nightly aggregation job failed 9 times in a row, exec dashboards stale by 19h. can someone take a look?"
Identity Platform,Paraphrasing the page we just got: profile-service (SEV2) - profile preference writes timing out at 2500ms after the session cache change. Auto-remediation did not kick in.
Content Discovery,Alertmanager fired and here is the summary: search-service (SEV1) - search index shard 8 is red and results are missing recent titles. A restart made it better for about ten minutes. Started around 19:00 UTC. Paging felt premature so filing here.
Core Platform,"Paraphrasing the page we just got: config-service (SEV2) - config rollout stuck at 14%, flags not propagating and pods holding stale values. Reference SF-4115 from an earlier report that looks related. Runbook link was stale, routing to you."
Streaming Platform,"hey folks, seeing this on playback-service - us-west-2 ingress is returning 9% 5xx on /v1/playback/start after an upstream routing change, 74 upstream resets."
Streaming Platform,"Subject: Help needed - streaming account

Good morning, Streams are really choppy tonight even on fast wifi, the quality keeps dropping.
First noticed by the SEV3 bridge during triage.
Please advise.
Thanks,
Lena"
User Engagement,"Issue summary: I rated a dozen shows and none of it saved or changed my suggestions
Affected area: ratings-service
Description: I rated a dozen shows and none of it saved or changed my suggestions. Mostly ap-south-1 traffic from what we can tell.
Impact: Intermittent but recurring
First noticed: 19:20 UTC"
Content Discovery,On-call summary from the last page: search-service (SEV2) - search index shard 9 is red and results are missing recent titles. Impact is still growing per the last check. Needs an owner before it breaches further.
Content Discovery,fyi - re search-service: search index shard 8 is red and results are missing recent titles. reference sf-1823 from an earlier report that looks related. happy to hop on a call.
Monetization Platform,"Subject: Issue: production issue

To whom it may concern, The receipt I got shows a different amount than what my bank was actually charged.
Impact is still growing per the last check.
Thanks in advance.
Cheers,
Jordan"
Core Platform,"Monitoring picked this up a few minutes ago: edge-router (SEV1) - edge-router config reload is flapping listeners, brief full outages every 4m. Nothing obvious in the last deploy diff. Auto-remediation did not kick in."
Monetization Platform,"Issue summary: I cancelled last week but it still says my subscription renews tomorrow
Affected area: production
Description: I cancelled last week but it still says my subscription renews tomorrow. Retried after clearing cache, no change. Roughly 19% of attempts are affected.
Impact: Single account affected
First noticed: 20:40 UTC"
Data Platform,"anyone else seeing this? re analytics-service: nightly aggregation job failed 4 times in a row, exec dashboards stale by 14h. will open a ticket if it persists."
Data Platform,"Subject: Help needed - streaming account

Hello, Score responses from the ranking endpoint are timing out for our batch job since 23:55.
Thanks in advance.
Best,
Chris"
Streaming Platform,"Paraphrasing the page we just got: cdn-routing-service (SEV1) - POP failover flapped 9 times in an hour and session throughput is sawtoothing. Retried after clearing cache, no change. Needs an owner before it breaches further."
Monetization Platform,"Subject: Help needed - my account

Hello, I cancelled last week but it still says my subscription renews tomorrow.
Let me know if you need more details.
Regards,
Nina"
Core Platform,"fyi - seeing this on api-gateway - gateway returning 502 and 504 across multiple upstreams, 27% of requests failing since 15:05. can someone take a look?"
Streaming Platform,"Issue summary: Video quality is stuck at the lowest setting and never adapts up
Affected area: manifest-service (prod)
Description: Video quality is stuck at the lowest setting and never adapts up. Roughly 6% of attempts are affected. Happens on both web and the TV app.
Impact: Widespread, still growing
First noticed: 01:20 UTC"
